"420","Маринад базовый","0","0","4.09","16.36"
"421","Маринад для разносолов п/ф (Холодный)","0","0","4.09","16.36"
"422","Маринад универсальный для грибов","0.73","45.95","2.67","427.15"
"423","Маринад универсальный для мяса","1.19","22.9","6.07","235.14"
"424","Маринад универсальный на 1 кг мяса","1.2","22.94","5.99","235.22"
"425","Мармелад желейный формовой","0","0.1","77.7","311.7"
"426","Марципан пром. производства","5.3","12.7","67.59999999999999","405.9"
"427","Маслины без косточки консервированные","1.8","16.3","5.2","174.7"
"428","Маслины с косточкой гигантские консервированные","1.8","16.3","5.2","174.7"
"429","Маслины с косточкой консервированные","1.8","16.3","5.2","174.7"
"430","Масло арахисовое нерафинированное","0","92","0","828"
"431","Масло грецкого ореха нерафинированное","0","92","0","828"
"432","Масло для гриля п/ф","0.02","79.92","0.04","719.52"
"433","Масло кунжутное нерафинированное","0","92","0","828"
"434","Масло оливковое Extra Virgin","0","92","0","828"
"435","Масло оливковое рафинированное","0","99.90000000000001","0","899.1"
"436","Масло оливковое с ароматом трюфеля","0","92","0","828"
"437","Масло подсолнечное нерафинированное","0","92","0","828"
"438","Масло подсолнечное рафинированное","0","99.90000000000001","0","899.1"
"439","Масло сливочное несоленое","0.5","82.5","0.8","747.7"
"440","Масло топленое","0.3","98","0.6","885.6"
"441","Масло чесночное п/ф","2.16","66.63","1.73","615.2299999999999"
"442","Масляная рыба","18.8","4.2","0","113"
"443","Масса творожная или сырки творожные","7.1","23","27.5","345.4"
"444","Мастика сахарная белая","0","1","96","393"
"445","Мед натуральный","0.8","0","80.3","324.4"
"446","Мидии в раковине","9.1","1.5","0","49.9"
"447","Микс Венский","12.2","6.6","60.8","351.4"
"448","Миндаль в сливочной карамели п/ф","5.04","39.19","47.48","562.79"
"449","Минтай с/м разделанный обезглавленный","15.9","0.9","0","71.7"
"450","Мирин","2","0.2","24.1","106.2"
"451","Мисо - паста","8.199999999999999","4.3","20.2","152.3"
"452","Мицукан Уксус","0","0","50","200"
"453","Мойва свежая","13.1","7.1","0","116.3"
